count	geneid	symbol	name	chr	orientation	start	end
74	10458	BAIAP2	BAI1-associated protein 2	17	+	81035143	81117431
21	28977	MRPL42	mitochondrial ribosomal protein L42	12	+	93467489	93503771
9	4037	LRP3	low density lipoprotein receptor-related protein 3	19	+	33194692	33208866
1	266724	HSPA9P1	heat shock 70kDa protein 9 pseudogene 1	2	+	221961669	221964456
6	256356	GK5	glycerol kinase 5 (putative)	3	-	142157526	142225606
8	54813	KLHL28	kelch-like family member 28	14	-	44924318	44978289
4	167555	FAM151B	family with sequence similarity 151, member B	5	+	80487980	80542562
21	10807	SDCCAG3	serologically defined colon cancer antigen 3	9	-	136401921	136410601
11	304	ANXA2P2	annexin A2 pseudogene 2	9	+	33624224	33625533
3	102465683	MIR6511A3	microRNA 6511a-3	16	+	16368875	16368941
42	5267	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	14	+	94561419	94569912
134	3802	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	19	+	54769804	54784325
17	100287364	USP17L18	ubiquitin specific peptidase 17-like family member 18	4	+	9248629	9250221
1	729279	RPL28P5	ribosomal protein L28 pseudogene 5	19	+	12260125	12260581
9	143241	DYDC1	DPY30 domain containing 1	10	-	80336101	80356786
11	79865	TREML2	triggering receptor expressed on myeloid cells-like 2	6	-	41189748	41201191
5	151790	WDR49	WD repeat domain 49	3	-	167478683	167653500
8	29937	NENF	neudesin neurotrophic factor	1	+	212432886	212446378
1	643414	LIPK	lipase, family member K	10	+	88706233	88753091
10	425054	VCX3B	variable charge, X-linked 3B	X	+	8464829	8466509
1	28356	IGHVII-78-1	immunoglobulin heavy variable (II)-78-1 (pseudogene)	14	-	106865620	106865894
15	1087	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	19	-	41673306	41688276
2	100133311	HOXA-AS3	HOXA cluster antisense RNA 3	7	+	27140363	27155927
2	101927619	LOC101927619	-	2	-	198299362	198375096
319	5159	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	5	-	150113838	150155883
1	100189470	TRSUP-CTA3-1	transfer RNA suppressor (CTA) 3-1	14	-	78234494	78234566
2	100423028	MIR4254	microRNA 4254	1	-	31758659	31758734
28	51604	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	20	+	45416066	45426244
5	574482	MIR520D	microRNA 520d	19	+	53720095	53720181
8	55218	EXD2	exonuclease 3'-5' domain containing 2	14	+	69191476	69244019
3	338755	OR2AG2	olfactory receptor, family 2, subfamily AG, member 2	11	-	6767344	6926425
14	9263	STK17A	serine/threonine kinase 17a	7	+	43583092	43627378
47	22931	RAB18	RAB18, member RAS oncogene family	10	+	27504173	27542236
1	100271187	RPL21P84	ribosomal protein L21 pseudogene 84	9	-	78180179	78180692
167	5431	POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	4	+	56978639	57031161
1	219959	OR1S1	olfactory receptor, family 1, subfamily S, member 1	11	+	58214744	58215721
1	127059	OR2M5	olfactory receptor, family 2, subfamily M, member 5	1	+	248145147	248146085
15	11313	LYPLA2	lysophospholipase II	1	+	23790784	23795538
6	51281	ANKMY1	ankyrin repeat and MYND domain containing 1	2	-	240479421	240561067
1	54036	PPP1R2P2	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 2	21	+	35886891	35888916
3	390157	OR8K1	olfactory receptor, family 8, subfamily K, member 1	11	+	56346038	56346997
24	4725	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	1	+	39026294	39034635
1	389141	RPSAP29	ribosomal protein SA pseudogene 29	3	-	110682215	110683236
14	79581	SLC52A2	solute carrier family 52 (riboflavin transporter), member 2	8	+	144358556	144361285
1	100132601	GAPDHP68	glyceraldehyde 3 phosphate dehydrogenase pseudogene 68	7	+	9614907	9616185
227	6426	SRSF1	serine/arginine-rich splicing factor 1	17	-	58000918	58007345
5	138065	RNF183	ring finger protein 183	9	-	113297092	113303273
5	27160	INGX	inhibitor of growth family, X-linked, pseudogene	X	-	71491680	71492448
26	23017	FAIM2	Fas apoptotic inhibitory molecule 2	12	-	49866895	49903976
7	144321	GLIPR1L2	GLI pathogenesis-related 1 like 2	12	+	75391069	75432687
64	3263	HPX	hemopexin	11	-	6431037	6441023
26	28976	ACAD9	acyl-CoA dehydrogenase family, member 9	3	+	128879489	128913113
1	102577424	LINC01574	long intergenic non-protein coding RNA 1574	5	+	176743204	176743920
1	101928119	LOC101928119	-	9	-	94920338	94937840
80	6780	STAU1	staufen double-stranded RNA binding protein 1	20	-	49113338	49188369
27	10285	SMNDC1	survival motor neuron domain containing 1	10	-	110293039	110304948
6	266743	NPAS4	neuronal PAS domain protein 4	11	+	66421003	66426705
37	54971	BANP	BTG3 associated nuclear protein	16	+	87949171	88077317
1	100505678	STARD4-AS1	STARD4 antisense RNA 1	5	+	111512225	111739725
5	345193	LRIT3	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3	4	+	109848183	109872314
1	400984	OR7E102P	olfactory receptor, family 7, subfamily E, member 102 pseudogene	2	+	95546578	95547573
2	400932	LINC00898	long intergenic non-protein coding RNA 898	22	-	47621042	47631568
8	727677	CASC8	cancer susceptibility candidate 8 (non-protein coding)	8	-	127289675	127482138
1	101929690	LINC01583	long intergenic non-protein coding RNA 1583	15	+	82088593	82097693
7	389207	GRXCR1	glutaredoxin, cysteine rich 1	4	+	42893265	43030657
1	102724855	CTD-2151A2.1	-	5	+	99533989	99577953
1	100271550	RPS12P21	ribosomal protein S12 pseudogene 21	11	+	112218243	112218736
78	3316	HSPB2	heat shock 27kDa protein 2	11	+	111912735	111914092
43	8195	MKKS	McKusick-Kaufman syndrome	20	-	10404779	10434238
54	2967	GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa	12	+	123633738	123662603
2	643358	RPS27AP16	ribosomal protein S27a pseudogene 16	16	-	61055414	61055930
11	92703	TMEM183A	transmembrane protein 183A	1	+	203007382	203024847
2	387885	CCDC42B	coiled-coil domain containing 42B	12	+	113149180	113159275
9	26108	PYGO1	pygopus family PHD finger 1	15	-	55538883	55588851
6	101929222	DISC1FP1	DISC1 fusion partner 1 (non-protein coding)	11	+	90251231	90915051
34	1203	CLN5	ceroid-lipofuscinosis, neuronal 5	13	+	76991923	77002516
8	90316	TGIF2LX	TGFB-induced factor homeobox 2-like, X-linked	X	+	89921940	89922882
53	406928	MIR137	microRNA 137	1	-	98046069	98046170
22	55340	GIMAP5	GTPase, IMAP family member 5	7	+	150737347	150743648
1	28761	IGLVIV-59	immunoglobulin lambda variable (IV)-59 (pseudogene)	22	+	22179164	22179487
1	337967	KRTAP6-2	keratin associated protein 6-2	21	-	30598685	30598873
2	100874173	LINC00443	long intergenic non-protein coding RNA 443	13	+	106653879	106672179
36	10287	RGS19	regulator of G-protein signaling 19	20	-	64073180	64080002
4	100130776	AGAP2-AS1	AGAP2 antisense RNA 1	12	+	57726239	57728355
1	100129377	RPL23P9	ribosomal protein L23 pseudogene 9	8	-	104981136	104984884
4	114026	ZIM3	zinc finger, imprinted 3	19	-	57134095	57145201
3	7620	ZNF69	zinc finger protein 69	19	+	11887785	11914550
4	85027	SMIM3	small integral membrane protein 3	5	+	150777945	150796735
4	26801	SNORD48	small nucleolar RNA, C/D box 48	6	+	31835262	31835325
9	54851	ANKRD49	ankyrin repeat domain 49	11	+	94493986	94499577
1	103724386	LINC00377	long intergenic non-protein coding RNA 377	13	+	81018390	81044441
1	100271145	RPL7P53	ribosomal protein L7 pseudogene 53	X	+	73535502	73536240
2	102465467	MIR6779	microRNA 6779	17	+	38914978	38915041
3	401093	MBNL1-AS1	MBNL1 antisense RNA 1	3	-	152262615	152269625
5	54490	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28	4	+	69280467	69295049
2	100422920	MIR548X	microRNA 548x	21	-	18686089	18686163
3	283768	GOLGA8G	golgin A8 family, member G	15	-	28519610	28532996
2	360026	GOLGA6L13P	golgin A6 family-like 13, pseudogene	Y	+	25420282	25421664
10	441933	OR13G1	olfactory receptor, family 13, subfamily G, member 1	1	-	247672117	247673040
2	100288797	TMEM239	transmembrane protein 239	20	+	2815873	2818061
423	650	BMP2	bone morphogenetic protein 2	20	+	6767693	6780262
5	91646	TDRD12	tudor domain containing 12	19	+	32719772	32827414
13	55888	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	3	+	44555174	44583463
30	3948	LDHC	lactate dehydrogenase C	11	+	18412305	18451245
2	692209	SNORD92	small nucleolar RNA, C/D box 92	2	+	28913661	28913749
63	2870	GRK6	G protein-coupled receptor kinase 6	5	+	177426495	177442848
4	642311	BMS1P15	BMS1 pseudogene 15	15	+	20153775	20160825
10	55471	NDUFAF7	NADH dehydrogenase (ubiquinone) complex I, assembly factor 7	2	+	37231630	37249159
32	10627	MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric	18	+	3247481	3256236
33	5232	PGK2	phosphoglycerate kinase 2	6	-	49785650	49787339
1	379007	RBMY2SP	RNA binding motif protein, Y-linked, family 2, member S pseudogene	Y	+	21311160	21319434
88	9156	EXO1	exonuclease 1	1	+	241847966	241909164
4	389118	CDHR4	cadherin-related family member 4	3	-	49790731	49803163
1	92682	RPS15AP1	ribosomal protein S15a pseudogene 1	20	-	21166164	21166613
1	102724316	SVIL-AS1	SVIL antisense RNA 1	10	+	29409533	29487855
2	102465868	MIR8066	microRNA 8066	4	-	101240794	101240871
1	100132078	LOC100132078	-	11	-	111414241	111418185
13	80097	MZT2B	mitotic spindle organizing protein 2B	2	+	130181543	130204793
3	402694	RPL15P11	ribosomal protein L15 pseudogene 11	7	+	135660037	135660651
33	406955	MIR181B1	microRNA 181b-1	1	-	198858872	198858981
12	266722	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	13	+	96090535	96839561
23	55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	22	+	46335400	46357339
8	574449	MIR492	microRNA 492	12	+	94834397	94834512
8	414236	C10orf55	chromosome 10 open reading frame 55	10	-	73909968	73922776
2	100312848	VN1R106P	vomeronasal 1 receptor 106 pseudogene	19	+	55707576	55707857
3	340600	ATF4P2	activating transcription factor 4 pseudogene 2	X	+	154580645	154582085
171	5144	PDE4D	phosphodiesterase 4D, cAMP-specific	5	-	58969037	60522119
1	100996447	LOC100996447	-	3	-	158545219	158571065
10	60558	GUF1	GUF1 GTPase homolog (S. cerevisiae)	4	+	44678394	44700927
2	100288713	PMS2P10	postmeiotic segregation increased 2 pseudogene 10	7	-	75323752	75327764
20	1990	CELA1	chymotrypsin-like elastase family, member 1	12	-	51328442	51346678
1	100507086	DLG1-AS1	DLG1 antisense RNA 1	3	+	197298246	197303750
1	400958	LOC400958	-	2	-	64901839	64932446
2	28464	IGHV1-58	immunoglobulin heavy variable 1-58	14	-	106622356	106622793
4	138799	OR13C5	olfactory receptor, family 13, subfamily C, member 5	9	-	104598456	104599412
2	692075	SNORD6	small nucleolar RNA, C/D box 6	11	-	93731502	93731572
11	259286	TAS2R40	taste receptor, type 2, member 40	7	+	143222078	143223049
73	3170	FOXA2	forkhead box A2	20	-	22581003	22585462
164	203228	C9orf72	chromosome 9 open reading frame 72	9	-	27546545	27573865
4	80757	TMEM121	transmembrane protein 121	14	+	105526030	105530201
3	219437	OR5L1	olfactory receptor, family 5, subfamily L, member 1	11	+	55811466	55812401
56	1207	CLNS1A	chloride channel, nucleotide-sensitive, 1A	11	-	77616150	77637805
2	100500837	MIR3606	microRNA 3606	2	+	188995629	188995691
2	148330	MRPS33P1	mitochondrial ribosomal protein S33 pseudogene 1	1	-	154377851	154378217
1	644159	SLC25A1P3	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 pseudogene 3	7	+	63931149	63932232
7	92283	ZNF461	zinc finger protein 461	19	-	36636682	36667130
101	915	CD3D	CD3d molecule, delta (CD3-TCR complex)	11	-	118339073	118342743
6	7741	ZSCAN26	zinc finger and SCAN domain containing 26	6	+	28267009	28278223
6	150678	MYEOV2	myeloma overexpressed 2	2	-	240126562	240136346
11	7637	ZNF84	zinc finger protein 84	12	+	133037285	133063303
1	652974	RPL17P2	ribosomal protein L17 pseudogene 2	14	-	60212452	60212953
15	56731	SLC2A4RG	SLC2A4 regulator	20	+	63739857	63744049
4	202134	FAM153B	family with sequence similarity 153, member B	5	+	176063708	176114797
2	440345	NPIPB4	nuclear pore complex interacting protein family, member B4	16	-	21834567	21880844
1	101927136	LOC101927136	-	6	-	53561288	53573274
2	100422852	MIR4259	microRNA 4259	1	-	159899978	159900078
13	58473	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	11	+	73646177	73662818
10	7559	ZNF12	zinc finger protein 12	7	-	6688432	6706968
41	57551	TAOK1	TAO kinase 1	17	+	29390924	29551903
2	101927655	ZASP	-	7	-	100574034	100574732
1	8251	HNRNPDP1	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) pseudogene 1	X	+	64043977	64045648
45	146	ADRA1D	adrenoceptor alpha 1D	20	-	4220630	4249011
20	29074	MRPL18	mitochondrial ribosomal protein L18	6	+	159790459	159798428
1	653108	CXADRP1	coxsackie virus and adenovirus receptor pseudogene 1	21	+	13675940	13677034
2	102465473	MIR6790	microRNA 6790	19	-	6392920	6392982
1	100147764	RNU7-16P	RNA, U7 small nuclear 16 pseudogene	7	+	129405634	129405695
1	100130357	LOC100130357	-	6	-	13279294	13297296
1	100130357	LOC100130357	-	6	-	13273186	13276682
99	1734	DIO2	deiodinase, iodothyronine, type II	14	-	80197524	80231053
6	55009	C19orf24	chromosome 19 open reading frame 24	19	+	1275520	1279243
1	100129935	LOC100129935	-	19	+	39638684	39642400
40	6799	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	16	-	28591942	28597082
1	730109	LINC01100	long intergenic non-protein coding RNA 1100	3	+	160020648	160031422
2	400952	LINC01121	long intergenic non-protein coding RNA 1121	2	-	45174340	45254940
29	23646	PLD3	phospholipase D family, member 3	19	+	40348424	40378489
7	10744	PTTG2	pituitary tumor-transforming 2	4	+	37960434	37961009
30	64065	PERP	PERP, TP53 apoptosis effector	6	-	138088504	138107522
7	386675	KRTAP10-7	keratin associated protein 10-7	21	+	44600596	44602173
6	56100	PCDHGB6	protocadherin gamma subfamily B, 6	5	+	141408202	141512978
1	101927874	LOC101927874	-	3	+	24829343	25120620
12	283420	CLEC9A	C-type lectin domain family 9, member A	12	+	10030676	10066029
20	10200	MPHOSPH6	M-phase phosphoprotein 6	16	-	82148160	82170223
5	387590	TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1	22	+	16601910	16648829
1	654385	RPL21P15	ribosomal protein L21 pseudogene 15	15	-	64631076	64631532
44	11040	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	X	-	48913181	48919135
1	27442	CECR3	cat eye syndrome chromosome region, candidate 3 (non-protein coding)	22	-	17256858	17266732
247	7529	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta	20	+	44885598	44908531
36	3712	IVD	isovaleryl-CoA dehydrogenase	15	+	40405484	40435947
52	4250	SCGB2A2	secretoglobin, family 2A, member 2	11	+	62269932	62273159
136	3939	LDHA	lactate dehydrogenase A	11	+	18394388	18408217
26	10363	HMG20A	high mobility group 20A	15	+	77420650	77485602
47	3021	H3F3B	H3 histone, family 3B (H3.3B)	17	-	75776433	75779934
6	441502	RPS26P11	ribosomal protein S26 pseudogene 11	X	+	72044408	72044973
46	777	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	1	+	181483310	181806783
1	100129357	RPL9P29	ribosomal protein L9 pseudogene 29	17	-	78845846	78846436
4	55511	SAGE1	sarcoma antigen 1	X	+	135893633	135913060
5	441151	TMEM151B	transmembrane protein 151B	6	+	44270742	44279444
1	340074	LOC340074	-	5	-	135648682	135653934
2	100507527	THEG5	-	19	+	31588188	31593549
1	100189006	TRT-AGT1-3	transfer RNA-Thr (AGT) 1-3	19	+	33177056	33177129
5	55287	TMEM40	transmembrane protein 40	3	-	12733529	12769456
4	441519	CT45A3	cancer/testis antigen family 45, member A3	X	-	135760066	135777543
21	83636	C19orf12	chromosome 19 open reading frame 12	19	-	29698885	29715788
15	51329	ARL6IP4	ADP-ribosylation factor-like 6 interacting protein 4	12	+	122980059	122982912
57	8405	SPOP	speckle-type POZ protein	17	-	49598883	49678162
7	83890	SPATA9	spermatogenesis associated 9	5	-	95652180	95683009
78	6389	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	5	+	218222	264815
9	2681	GGTA1P	glycoprotein, alpha-galactosyltransferase 1 pseudogene	9	-	121455040	121500026
49	391	RHOG	ras homolog family member G	11	-	3826977	3840982
18	55173	MRPS10	mitochondrial ribosomal protein S10	6	-	42206800	42217906
11	94039	ZNF101	zinc finger protein 101	19	+	19668152	19683505
817	2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	5	-	143277930	143435511
1	284233	CYP4F35P	cytochrome P450, family 4, subfamily F, polypeptide 35, pseudogene	18	+	14337422	14342523
1	100132287	LOC100132287	-	1	-	490755	495444
1	100189140	TRQ-CTG3-2	transfer RNA-Gln (CTG) 3-2	1	+	148032789	148032860
2	729121	RGPD4-AS1	RGPD4 antisense RNA 1 (head to head)	2	-	107823063	107826768
2	100847059	MIR5094	microRNA 5094	15	-	89850636	89850720
21	167691	LCA5	Leber congenital amaurosis 5	6	-	79484990	79537429
29	4714	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	10	-	100523728	100529922
21	51184	GPN3	GPN-loop GTPase 3	12	-	110452485	110468720
12	23518	R3HDM1	R3H domain containing 1	2	+	135531454	135725269
2	100526820	CAHM	colon adenocarcinoma hypermethylated (non-protein coding)	6	-	163413064	163413949
192	462	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	1	-	173903799	173917377
5	28814	IGLV2-18	immunoglobulin lambda variable 2-18	22	+	22734619	22735088
100	6361	CCL17	chemokine (C-C motif) ligand 17	16	+	57396189	57416062
1	729687	HMGN2P25	high mobility group nucleosomal binding domain 2 pseudogene 25	3	-	141863868	141865376
27	10424	PGRMC2	progesterone receptor membrane component 2	4	-	128269236	128288828
18	55571	CNOT11	CCR4-NOT transcription complex, subunit 11	2	+	101252882	101270315
3	677773	SCARNA23	small Cajal body-specific RNA 23	X	+	24744440	24744569
1	28741	TRAJ14	T cell receptor alpha joining 14	14	+	22530326	22530377
1	28800	IGLV3-15	immunoglobulin lambda variable 3-15 (pseudogene)	22	+	22755552	22755836
77	5817	PVR	poliovirus receptor	19	+	44643797	44666160
1297	3479	IGF1	insulin-like growth factor 1 (somatomedin C)	12	-	102395866	102481785
53	153090	DAB2IP	DAB2 interacting protein	9	+	121566882	121785529
2	101927134	LINC01470	long intergenic non-protein coding RNA 1470	5	-	152618964	152972348
1	101927211	LOC101927211	-	6	-	57114910	57172212
2	222052	TTC4P1	tetratricopeptide repeat domain 4 pseudogene 1	7	-	45999712	46000777
186	3973	LHCGR	luteinizing hormone/choriogonadotropin receptor	2	-	48686773	48755740
1	285735	LINC00326	long intergenic non-protein coding RNA 326	6	+	133088079	133106577
73	10658	CELF1	CUGBP, Elav-like family member 1	11	-	47465936	47565568
59	9493	KIF23	kinesin family member 23	15	+	69414245	69448426
13	389898	UBE2NL	ubiquitin-conjugating enzyme E2N-like	X	+	143884070	143885254
1	100271086	RPS20P16	ribosomal protein S20 pseudogene 16	5	+	96942893	96943188
11	338398	TAS2R60	taste receptor, type 2, member 60	7	+	143443452	143444408
56	4921	DDR2	discoidin domain receptor tyrosine kinase 2	1	+	162631264	162786590
56	29760	BLNK	B-cell linker	10	-	96191698	96271575
3	342908	ZNF404	zinc finger protein 404	19	-	43872362	43883963
3	100506237	NKX2-1-AS1	NKX2-1 antisense RNA 1	14	+	36519277	36523015
2	28805	IGLV3-7	immunoglobulin lambda variable 3-7 (pseudogene)	22	+	22838589	22838887
15	7570	ZNF22	zinc finger protein 22	10	+	45000824	45005328
2	100996569	NAMA	non-protein coding RNA, associated with MAP kinase pathway and growth arrest	9	-	99355339	99375256
77	1485	CTAG1B	cancer/testis antigen 1B	X	-	154617608	154619270
1	100271648	RPL36AP50	ribosomal protein L36a pseudogene 50	19	+	54973816	54974088
66	1062	CENPE	centromere protein E, 312kDa	4	-	103105805	103198408
6	55184	DZANK1	double zinc ribbon and ankyrin repeat domains 1	20	-	18383366	18467184
